num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,11,4,18,Fri,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,2,4,13,Tue,DMKICN,Thailand,0,0,1,6.62,0
2,Internet,RoundTrip,20,4,14,Sun,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,19,4,9,Thu,DMKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,24,4,3,Thu,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,67,4,4,Mon,DMKICN,Thailand,1,0,0,6.62,0
1,Mobile,RoundTrip,1,4,19,Thu,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,37,4,1,Mon,DMKICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,44,4,10,Wed,DMKICN,Japan,0,0,0,6.62,0
2,Internet,RoundTrip,57,4,11,Mon,DMKICN,South Korea,1,0,0,6.62,0
1,Mobile,RoundTrip,11,4,3,Tue,DMKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,19,4,15,Fri,DMKICN,South Korea,0,0,1,6.62,0
1,Mobile,RoundTrip,97,4,14,Tue,DMKICN,South Korea,1,0,0,6.62,0
2,Mobile,RoundTrip,11,4,9,Tue,DMKICN,South Korea,0,0,0,6.62,0
1,Mobile,RoundTrip,19,4,10,Sat,DMKICN,Thailand,1,0,0,6.62,0
1,Mobile,RoundTrip,157,4,5,Mon,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,92,4,5,Thu,DMKICN,South Korea,0,0,0,6.62,0
2,Mobile,RoundTrip,8,4,16,Sat,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,46,4,14,Fri,DMKICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,9,4,13,Sat,DMKICN,Thailand,1,0,0,6.62,0
2,Internet,RoundTrip,2,4,14,Tue,DMKICN,Thailand,0,0,0,6.62,0
2,Internet,RoundTrip,116,4,5,Tue,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,19,4,18,Wed,DMKICN,United Kingdom,0,0,0,6.62,0
2,Internet,RoundTrip,25,4,6,Sun,DMKICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,69,4,10,Sat,DMKICN,South Korea,1,1,0,6.62,0
1,Internet,RoundTrip,12,4,15,Thu,DMKICN,Thailand,1,0,0,6.62,0
1,Internet,RoundTrip,34,4,7,Thu,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,185,4,9,Thu,DMKICN,Thailand,0,1,0,6.62,0
1,Internet,RoundTrip,16,4,12,Sun,DMKICN,South Korea,1,0,1,6.62,0
1,Mobile,RoundTrip,157,4,4,Mon,DMKICN,Thailand,0,0,0,6.62,0
1,Internet,RoundTrip,3,4,9,Mon,DMKICN,Thailand,1,0,0,6.62,0
2,Internet,RoundTrip,11,4,8,Thu,DMKICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,12,4,7,Wed,DMKICN,Thailand,1,1,1,6.62,0
2,Internet,RoundTrip,107,4,3,Mon,DMKICN,Thailand,1,1,0,6.62,0
2,Internet,RoundTrip,15,4,11,Sun,DMKICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,196,4,18,Fri,DMKIKA,Thailand,1,1,0,8.15,0
1,Mobile,RoundTrip,80,4,2,Sun,DMKIKA,Thailand,0,0,1,8.15,0
2,Internet,RoundTrip,194,4,6,Tue,DMKIKA,Thailand,1,0,0,8.15,0
1,Internet,RoundTrip,109,4,16,Fri,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,127,4,8,Thu,DMKKIX,Thailand,1,1,1,7.0,0
1,Internet,RoundTrip,1,4,5,Wed,DMKKIX,Japan,0,1,1,7.0,0
2,Internet,RoundTrip,22,4,10,Thu,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,235,4,16,Sun,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,69,4,5,Sat,DMKKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,65,4,13,Wed,DMKKIX,Thailand,1,1,1,7.0,0
3,Mobile,RoundTrip,45,4,13,Tue,DMKKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,34,4,4,Sat,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,217,4,8,Fri,DMKKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,71,4,13,Wed,DMKKIX,Japan,0,0,1,7.0,0
1,Internet,RoundTrip,124,4,9,Fri,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,174,4,15,Thu,DMKKIX,Thailand,0,0,0,7.0,0
2,Internet,RoundTrip,21,4,15,Sun,DMKKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,32,4,20,Sun,DMKKIX,Thailand,0,0,0,7.0,0
1,Internet,RoundTrip,5,4,6,Sun,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,13,4,5,Thu,DMKKIX,Thailand,1,1,0,7.0,0
3,Internet,RoundTrip,47,4,11,Fri,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,13,4,15,Tue,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,84,4,9,Sun,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,79,4,16,Tue,DMKKIX,Thailand,1,1,0,7.0,0
2,Internet,RoundTrip,114,4,7,Mon,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,118,4,14,Sat,DMKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,22,4,7,Tue,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,214,4,16,Sun,DMKKIX,Thailand,1,0,1,7.0,0
2,Internet,RoundTrip,235,4,15,Mon,DMKKIX,Vietnam,1,1,0,7.0,0
2,Internet,RoundTrip,44,4,14,Wed,DMKKIX,Thailand,1,1,1,7.0,0
1,Mobile,RoundTrip,31,4,5,Sun,DMKKIX,Thailand,1,1,1,7.0,0
1,Internet,RoundTrip,70,4,14,Fri,DMKKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,25,4,15,Fri,DMKKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,19,4,12,Sat,DMKKIX,Japan,1,0,1,7.0,0
2,Internet,RoundTrip,9,4,18,Sun,DMKKIX,Thailand,1,0,0,7.0,0
1,Mobile,RoundTrip,54,4,7,Sat,DMKKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,26,4,7,Mon,DMKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,19,4,0,Tue,DMKKIX,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,102,4,2,Mon,DMKKIX,Thailand,1,1,1,7.0,0
3,Mobile,RoundTrip,92,4,3,Tue,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,53,4,13,Sun,DMKKIX,Japan,1,0,0,7.0,0
1,Mobile,RoundTrip,58,4,16,Thu,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,176,4,7,Thu,DMKKIX,Thailand,1,0,0,7.0,0
2,Mobile,RoundTrip,59,4,13,Sun,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,22,4,1,Tue,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,242,4,5,Sat,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,RoundTrip,56,4,13,Thu,DMKKIX,Japan,1,0,0,7.0,0
2,Mobile,RoundTrip,135,4,10,Fri,DMKKIX,Thailand,1,1,1,7.0,0
1,Internet,RoundTrip,30,4,7,Mon,DMKKIX,Thailand,1,0,0,7.0,0
2,Mobile,RoundTrip,66,4,1,Tue,DMKKIX,Thailand,1,0,1,7.0,0
2,Internet,RoundTrip,36,4,14,Tue,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,25,4,10,Sun,DMKKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,59,4,13,Sat,DMKKIX,Japan,1,0,1,7.0,0
2,Internet,RoundTrip,109,4,16,Fri,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,86,4,4,Mon,DMKKIX,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,110,4,15,Mon,DMKKIX,United Kingdom,1,1,0,7.0,0
1,Internet,RoundTrip,2,4,3,Sat,DMKKIX,Thailand,1,1,0,7.0,0
2,Internet,RoundTrip,17,4,17,Tue,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,RoundTrip,229,4,6,Sat,DMKKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,111,4,12,Sat,DMKKIX,Japan,1,0,1,7.0,0
2,Internet,RoundTrip,158,4,12,Fri,DMKKIX,Thailand,1,0,1,7.0,0
1,Internet,RoundTrip,108,4,12,Fri,DMKKIX,Japan,1,1,1,7.0,0
2,Mobile,RoundTrip,31,4,13,Sun,DMKKIX,Thailand,1,0,1,7.0,0
1,Internet,RoundTrip,30,4,10,Mon,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,44,4,12,Tue,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,14,4,7,Wed,DMKKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,36,4,16,Tue,DMKKIX,Thailand,0,0,0,7.0,0
2,Internet,RoundTrip,48,4,7,Fri,DMKKIX,Thailand,0,0,0,7.0,0
2,Internet,RoundTrip,206,4,12,Sun,DMKKIX,Thailand,1,0,1,7.0,0
3,Internet,RoundTrip,140,4,2,Thu,DMKKIX,Japan,0,0,1,7.0,0
1,Mobile,RoundTrip,9,4,16,Wed,DMKKIX,Thailand,0,1,0,7.0,0
1,Internet,RoundTrip,25,4,12,Sat,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,93,4,9,Tue,DMKKIX,Japan,0,0,1,7.0,0
2,Internet,RoundTrip,22,4,8,Sun,DMKKIX,Thailand,0,0,1,7.0,0
2,Internet,RoundTrip,97,4,3,Wed,DMKKIX,Thailand,1,0,1,7.0,0
3,Mobile,RoundTrip,39,4,3,Fri,DMKKIX,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,229,4,13,Mon,DMKKIX,Thailand,0,0,0,7.0,0
2,Internet,RoundTrip,134,4,14,Sun,DMKKIX,Thailand,1,1,1,7.0,0
1,Internet,RoundTrip,207,4,8,Tue,DMKKIX,Thailand,0,1,0,7.0,0
2,Mobile,RoundTrip,39,4,6,Sun,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,52,4,15,Thu,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,111,4,5,Tue,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,RoundTrip,122,4,22,Fri,DMKKIX,Japan,1,1,1,7.0,0
2,Internet,RoundTrip,124,4,9,Fri,DMKKIX,Thailand,1,0,0,7.0,0
1,Mobile,RoundTrip,113,4,17,Tue,DMKKIX,Thailand,1,1,0,7.0,0
1,Mobile,RoundTrip,58,4,13,Mon,DMKKIX,Japan,1,1,0,7.0,0
2,Internet,RoundTrip,191,4,15,Tue,DMKKIX,Japan,1,1,0,7.0,0
2,Internet,RoundTrip,47,4,10,Sun,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,108,4,8,Tue,DMKKIX,Singapore,1,1,1,7.0,0
3,Mobile,RoundTrip,76,4,6,Sat,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,87,4,5,Sun,DMKKIX,Thailand,1,1,1,7.0,0
1,Internet,RoundTrip,91,4,11,Fri,DMKKIX,Singapore,1,0,0,7.0,0
1,Internet,RoundTrip,10,4,11,Tue,DMKKIX,Thailand,1,1,1,7.0,0
2,Internet,RoundTrip,47,4,13,Wed,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,33,4,9,Sat,DMKKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,38,4,23,Tue,DMKKIX,Japan,1,0,0,7.0,0
1,Mobile,RoundTrip,35,4,15,Thu,DMKKIX,Thailand,1,1,1,7.0,0
1,Mobile,RoundTrip,75,4,13,Fri,DMKKIX,Japan,0,0,0,7.0,0
2,Mobile,RoundTrip,74,4,13,Sun,DMKKIX,Japan,1,0,0,7.0,0
3,Mobile,RoundTrip,36,4,14,Tue,DMKKIX,Japan,1,1,1,7.0,0
2,Internet,RoundTrip,32,4,10,Wed,DMKKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,38,4,16,Thu,DMKKIX,Thailand,1,1,1,7.0,0
3,Internet,RoundTrip,189,4,5,Wed,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,110,4,3,Wed,DMKKIX,Thailand,0,0,0,7.0,0
3,Mobile,RoundTrip,83,4,11,Sun,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,9,4,13,Thu,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,50,4,4,Thu,DMKKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,25,4,6,Fri,DMKKIX,Japan,1,0,0,7.0,0
1,Mobile,RoundTrip,22,4,5,Fri,DMKKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,158,4,3,Fri,DMKKIX,Hong Kong,1,0,0,7.0,0
2,Internet,RoundTrip,131,4,10,Sun,DMKKIX,Japan,1,1,1,7.0,0
3,Internet,RoundTrip,102,4,15,Mon,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,162,4,2,Tue,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,75,4,15,Wed,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,100,4,3,Tue,DMKKIX,Thailand,0,0,0,7.0,0
1,Mobile,RoundTrip,79,4,4,Tue,DMKMEL,Vietnam,1,0,1,8.83,0
1,Internet,RoundTrip,24,4,2,Thu,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,233,4,2,Mon,DMKMEL,Thailand,0,1,0,8.83,0
1,Internet,RoundTrip,54,4,1,Sat,DMKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,23,4,5,Wed,DMKMEL,China,0,0,0,8.83,0
1,Internet,RoundTrip,16,4,9,Mon,DMKMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,190,4,8,Tue,DMKMEL,Thailand,1,0,0,8.83,0
1,Internet,RoundTrip,25,4,2,Mon,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,85,4,7,Sat,DMKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,14,4,14,Tue,DMKMEL,Thailand,0,0,1,8.83,0
1,Mobile,RoundTrip,69,4,6,Sun,DMKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,2,4,8,Mon,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,21,4,14,Fri,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,7,4,2,Wed,DMKMEL,Thailand,0,1,1,8.83,0
1,Mobile,RoundTrip,18,4,6,Sat,DMKMEL,United States,0,1,0,8.83,0
1,Internet,RoundTrip,113,4,13,Thu,DMKMEL,Australia,0,1,1,8.83,0
1,Internet,RoundTrip,20,4,0,Thu,DMKMEL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,4,4,13,Fri,DMKMEL,Thailand,1,1,0,8.83,0
1,Internet,RoundTrip,6,4,9,Mon,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,7,4,6,Fri,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,8,4,5,Wed,DMKMEL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,25,4,6,Fri,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,19,4,5,Sun,DMKMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,15,4,13,Fri,DMKMEL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,51,4,1,Wed,DMKMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,99,4,23,Wed,DMKMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,1,4,13,Wed,DMKMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,169,4,13,Tue,DMKMEL,United Kingdom,1,0,0,8.83,0
1,Internet,RoundTrip,57,4,13,Sun,DMKMRU,Malaysia,0,1,0,7.42,0
3,Internet,RoundTrip,62,4,10,Tue,DMKMRU,Thailand,0,0,0,7.42,0
1,Internet,RoundTrip,0,4,15,Tue,DMKMRU,Mauritius,1,1,1,7.42,0
1,Internet,RoundTrip,15,4,13,Thu,DMKOOL,Australia,0,1,1,8.83,0
2,Mobile,RoundTrip,21,4,10,Fri,DMKOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,9,4,3,Thu,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,31,4,11,Sun,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,78,4,23,Sun,DMKOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,65,4,22,Wed,DMKOOL,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,19,4,8,Wed,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,82,4,2,Sat,DMKOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,16,4,2,Wed,DMKOOL,Australia,0,1,0,8.83,0
1,Mobile,RoundTrip,11,4,11,Sat,DMKOOL,Thailand,0,0,1,8.83,0
1,Internet,RoundTrip,24,4,6,Thu,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,5,4,5,Wed,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,14,4,7,Thu,DMKOOL,Australia,0,1,1,8.83,0
1,Mobile,RoundTrip,23,4,5,Tue,DMKOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,12,4,3,Wed,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,74,4,2,Sat,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,67,4,3,Mon,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,36,4,10,Wed,DMKOOL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,99,4,23,Wed,DMKOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,195,4,1,Fri,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,64,4,22,Wed,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,3,4,1,Fri,DMKOOL,Australia,0,0,1,8.83,0
3,Internet,RoundTrip,64,4,11,Wed,DMKOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,12,4,5,Sat,DMKOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,84,4,5,Tue,DMKOOL,United States,0,1,0,8.83,0
1,Internet,RoundTrip,15,4,8,Mon,DMKOOL,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,188,4,2,Mon,DMKOOL,Australia,1,1,1,8.83,0
3,Internet,RoundTrip,46,4,13,Sat,DMKOOL,Australia,1,1,0,8.83,0
1,Mobile,RoundTrip,31,4,14,Mon,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,66,4,3,Mon,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,17,4,22,Mon,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,100,4,11,Thu,DMKOOL,Australia,0,1,0,8.83,0
3,Internet,RoundTrip,108,4,5,Mon,DMKOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,41,4,10,Thu,DMKPEK,Thailand,1,0,0,6.42,0
1,Mobile,RoundTrip,49,4,6,Fri,DMKPEK,Thailand,0,0,0,6.42,0
1,Internet,RoundTrip,11,4,13,Wed,DMKPEK,China,0,0,0,6.42,0
1,Mobile,RoundTrip,70,4,22,Fri,DMKPEK,Thailand,0,0,0,6.42,0
3,Internet,RoundTrip,25,4,4,Mon,DMKPEK,Thailand,1,0,0,6.42,0
3,Internet,RoundTrip,55,4,4,Thu,DMKPEK,Thailand,1,0,0,6.42,0
2,Internet,RoundTrip,110,4,4,Mon,DMKPEK,Thailand,0,0,0,6.42,0
1,Internet,RoundTrip,31,4,18,Sun,DMKPEK,China,0,0,1,6.42,0
2,Internet,RoundTrip,4,4,7,Wed,DMKPEK,China,0,0,0,6.42,0
1,Internet,RoundTrip,33,4,8,Fri,DMKPEK,Thailand,0,0,1,6.42,0
1,Internet,RoundTrip,93,4,3,Tue,DMKPEK,Thailand,1,0,0,6.42,0
1,Mobile,RoundTrip,54,4,14,Thu,DMKPEK,Thailand,1,0,0,6.42,0
1,Internet,RoundTrip,5,4,19,Fri,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,15,4,14,Tue,DMKPER,Australia,0,0,0,5.62,0
3,Internet,RoundTrip,231,4,3,Sat,DMKPER,Thailand,0,0,0,5.62,0
1,Mobile,RoundTrip,19,4,22,Sun,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,82,4,10,Fri,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,32,4,13,Sat,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,1,4,2,Mon,DMKPER,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,44,4,16,Tue,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,40,4,6,Sun,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,40,4,14,Thu,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,26,4,12,Sat,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,48,4,3,Mon,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,4,4,9,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,21,4,14,Tue,DMKPER,Australia,0,0,1,5.62,0
1,Mobile,RoundTrip,47,4,4,Fri,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,100,4,2,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,58,4,12,Tue,DMKPER,Australia,1,1,1,5.62,0
1,Mobile,RoundTrip,77,4,11,Thu,DMKPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,7,4,15,Sun,DMKPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,2,4,2,Mon,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,30,4,4,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,13,4,3,Sat,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,10,4,5,Sat,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,6,4,10,Fri,DMKPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,150,4,6,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,17,4,9,Sun,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,44,4,16,Fri,DMKPER,Thailand,0,0,0,5.62,0
2,Internet,RoundTrip,189,4,6,Tue,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,16,4,9,Tue,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,49,4,7,Wed,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,2,4,13,Tue,DMKPER,South Korea,0,0,0,5.62,0
2,Internet,RoundTrip,33,4,20,Thu,DMKPER,United Kingdom,1,1,1,5.62,0
1,Internet,RoundTrip,186,4,23,Sun,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,1,4,12,Thu,DMKPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,13,4,13,Tue,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,4,4,14,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,31,4,15,Mon,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,28,4,8,Wed,DMKPER,Laos,0,0,0,5.62,0
1,Mobile,RoundTrip,1,4,9,Wed,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,25,4,10,Sun,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,10,4,4,Wed,DMKPER,India,1,0,0,5.62,0
1,Internet,RoundTrip,33,4,5,Thu,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,126,4,7,Wed,DMKPER,Thailand,1,0,0,5.62,0
1,Internet,RoundTrip,114,4,3,Mon,DMKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,7,4,16,Fri,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,31,4,1,Mon,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,27,4,5,Fri,DMKPER,Australia,0,1,1,5.62,0
2,Internet,RoundTrip,19,4,10,Sat,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,36,4,14,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,51,4,9,Tue,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,28,4,9,Fri,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,1,4,22,Thu,DMKPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,228,4,12,Sun,DMKPER,Thailand,0,0,0,5.62,0
1,Internet,RoundTrip,19,4,11,Tue,DMKPUS,Thailand,1,0,0,6.33,0
1,Internet,RoundTrip,29,4,10,Wed,DMKPUS,Thailand,1,1,0,6.33,0
2,Internet,RoundTrip,132,4,0,Mon,DMKPUS,South Korea,1,0,0,6.33,0
1,Mobile,RoundTrip,48,4,23,Sun,DMKPUS,Thailand,0,0,1,6.33,0
3,Internet,RoundTrip,46,4,14,Wed,DMKPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,9,4,6,Thu,DMKPUS,Thailand,0,0,0,6.33,0
2,Internet,RoundTrip,51,4,5,Wed,DMKPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,21,4,10,Sat,DMKPUS,Thailand,0,0,0,6.33,0
2,Internet,RoundTrip,26,4,12,Mon,DMKPUS,Thailand,0,0,0,6.33,0
2,Internet,RoundTrip,24,4,14,Mon,DMKPUS,Thailand,0,0,0,6.33,0
1,Internet,RoundTrip,15,4,15,Sat,DMKPUS,Malaysia,0,0,1,6.33,0
1,Mobile,RoundTrip,57,4,2,Wed,DMKPVG,Thailand,1,0,1,5.33,0
2,Internet,RoundTrip,13,4,6,Wed,DMKPVG,Thailand,1,0,0,5.33,0
1,Internet,RoundTrip,25,4,3,Mon,DMKPVG,Thailand,0,0,0,5.33,0
1,Internet,RoundTrip,235,4,17,Sat,DMKPVG,China,0,0,0,5.33,0
2,Internet,RoundTrip,9,4,9,Thu,DMKPVG,Thailand,1,0,0,5.33,0
1,Internet,RoundTrip,29,4,22,Sat,DMKSYD,United States,0,0,0,8.58,0
1,Internet,RoundTrip,75,4,23,Sun,DMKSYD,Germany,0,0,1,8.58,0
1,Mobile,RoundTrip,21,4,8,Wed,DMKSYD,Thailand,0,0,1,8.58,0
1,Internet,RoundTrip,88,4,4,Mon,DMKSYD,Australia,0,0,0,8.58,0
